username,timestamp,content,mentions,hashtags,clean_content,signal
Broccoli Ai,2025-07-11 11:55:14+00:00,"Broccoli Ai
@broccoli_tech
·
21h
Replying to 
@broccoli_tech
#Nifty50 #Sensex #TCS #Titan #HUL #Glenmark #TradeWar #StockMarket #ITSector #FMCG #Midcaps #Smallcaps #BankNifty #OptionFlows #MarketSentiment #TrendReversal #BreakoutLevels #EarningsUpdate #TariffTensions #GlobalCues#NiftyCrash
215","@broccoli_tech, @broccoli_tech","#Nifty50, #Sensex, #TCS, #Titan, #HUL, #Glenmark, #TradeWar, #StockMarket, #ITSector, #FMCG, #Midcaps, #Smallcaps, #BankNifty, #OptionFlows, #MarketSentiment, #TrendReversal, #BreakoutLevels, #EarningsUpdate, #TariffTensions, #GlobalCues, #NiftyCrash","broccoli ai


21h
replying to 

nifty50 sensex tcs titan hul glenmark tradewar stockmarket itsector fmcg midcaps smallcaps banknifty optionflows marketsentiment trendreversal breakoutlevels earningsupdate tarifftensions globalcuesniftycrash
215",0
Soctr.IN,2025-07-11 11:54:36+00:00,"Soctr.IN
@MySoctr
·
21h
#Kamdhenu #chart 

For latest #Charts and #Updates visit http://my.soctr.in/x and Follow  
@MySoctr


#Nifty #Nifty50 #investing #breakoutstocks #StockslnFocus #StocksToWatch #stocks #StocksToBuy #StocksToTrade #breakoutstock #stockmarketindia #StockMarket #trading #StockMarkets
Show more
1
142","@MySoctr, @MySoctr","#Kamdhenu, #chart, #Charts, #Updates, #Nifty, #Nifty50, #investing, #breakoutstocks, #StockslnFocus, #StocksToWatch, #stocks, #StocksToBuy, #StocksToTrade, #breakoutstock, #stockmarketindia, #StockMarket, #trading, #StockMarkets","soctrin


21h
kamdhenu chart 

for latest charts and updates visit  and follow  



nifty nifty50 investing breakoutstocks stockslnfocus stockstowatch stocks stockstobuy stockstotrade breakoutstock stockmarketindia stockmarket trading stockmarkets
show more
1
142",1
Soctr.IN,2025-07-11 11:53:55+00:00,"Soctr.IN
@MySoctr
·
21h
60.07%+ movement in  #GlenmarkPharma Limited  since we shared approx 3 months back.

For latest #Charts and #Updates visit http://my.soctr.in/x and Follow  
@MySoctr


#Nifty #Nifty50 #investing #breakoutstocks #StockslnFocus #StocksToWatch #stocks #StocksToBuy #StocksToTrade
Show more
1
127","@MySoctr, @MySoctr","#GlenmarkPharma, #Charts, #Updates, #Nifty, #Nifty50, #investing, #breakoutstocks, #StockslnFocus, #StocksToWatch, #stocks, #StocksToBuy, #StocksToTrade","soctrin


21h
6007 movement in  glenmarkpharma limited  since we shared approx 3 months back

for latest charts and updates visit  and follow  



nifty nifty50 investing breakoutstocks stockslnfocus stockstowatch stocks stockstobuy stockstotrade
show more
1
127",1
ValueMulticaps,2025-07-11 11:53:10+00:00,"ValueMulticaps
@ValueMulticaps
·
21h
 #PPFAS MF’s Jun 2025 Portfolio Shake-Up!
Here’s what they bought & sold last month...

Note: Including Arbitrage Positions if any 

#ValueMulticaps #StockMarket #mutualfunds #MutualFundsSahiHai #stocks #StockMarketindia #nifty50 #StocksToWatch #indianstockmarket #ZYDUSWELL
Show more
2
6
795",@ValueMulticaps,"#PPFAS, #ValueMulticaps, #StockMarket, #mutualfunds, #MutualFundsSahiHai, #stocks, #StockMarketindia, #nifty50, #StocksToWatch, #indianstockmarket, #ZYDUSWELL","valuemulticaps


21h
 ppfas mfs jun 2025 portfolio shakeup
heres what they bought  sold last month

note including arbitrage positions if any 

valuemulticaps stockmarket mutualfunds mutualfundssahihai stocks stockmarketindia nifty50 stockstowatch indianstockmarket zyduswell
show more
2
6
795",0
Soctr.IN,2025-07-11 11:53:09+00:00,"Soctr.IN
@MySoctr
·
21h
44.24%+ movement in  #GlenmarkPharma Limited  since we shared approx 1 month back.

For latest #Charts and #Updates visit http://my.soctr.in/x and Follow  
@MySoctr


#Nifty #Nifty50 #investing #breakoutstocks #StockslnFocus #StocksToWatch #stocks #StocksToBuy #StocksToTrade
Show more
1
118","@MySoctr, @MySoctr","#GlenmarkPharma, #Charts, #Updates, #Nifty, #Nifty50, #investing, #breakoutstocks, #StockslnFocus, #StocksToWatch, #stocks, #StocksToBuy, #StocksToTrade","soctrin


21h
4424 movement in  glenmarkpharma limited  since we shared approx 1 month back

for latest charts and updates visit  and follow  



nifty nifty50 investing breakoutstocks stockslnfocus stockstowatch stocks stockstobuy stockstotrade
show more
1
118",1
DILISHAFINANCE,2025-07-11 11:52:14+00:00,"DILISHAFINANCE
@DILISHAFINANCE
·
21h
  Target Achieved 

                    in

     JSWINFRA 
 
#swingtrade #equitytrading #nse #Stockmarket #stockmarketindia #sharemarket #nifty50 #banknifty #trading
Quote
DILISHAFINANCE
@DILISHAFINANCE
·
Jun 9
  Swing Trade  

  Buy = JSWINFRA 

  Cmp = 315.15

  Target = 323.35

#swingtrade #equitytrading #nse #Stockmarket #stockmarketindia #sharemarket #nifty50 #banknifty #trading
72","@DILISHAFINANCE, @DILISHAFINANCE","#swingtrade, #equitytrading, #nse, #Stockmarket, #stockmarketindia, #sharemarket, #nifty50, #banknifty, #trading, #swingtrade, #equitytrading, #nse, #Stockmarket, #stockmarketindia, #sharemarket, #nifty50, #banknifty, #trading","dilishafinance


21h
  target achieved 

                    in

     jswinfra 
 
swingtrade equitytrading nse stockmarket stockmarketindia sharemarket nifty50 banknifty trading
quote
dilishafinance


jun 9
  swing trade  

  buy  jswinfra 

  cmp  31515

  target  32335

swingtrade equitytrading nse stockmarket stockmarketindia sharemarket nifty50 banknifty trading
72",1
Soctr.IN,2025-07-11 11:52:10+00:00,"Soctr.IN
@MySoctr
·
21h
30.02%+ movement in  #RallisIndia Limited  since we shared approx 1 month back.

For latest #Charts and #Updates visit http://my.soctr.in/x and Follow  
@MySoctr


#Nifty #Nifty50 #investing #breakoutstocks #StockslnFocus #StocksToWatch #stocks #StocksToBuy #StocksToTrade
Show more
89","@MySoctr, @MySoctr","#RallisIndia, #Charts, #Updates, #Nifty, #Nifty50, #investing, #breakoutstocks, #StockslnFocus, #StocksToWatch, #stocks, #StocksToBuy, #StocksToTrade","soctrin


21h
3002 movement in  rallisindia limited  since we shared approx 1 month back

for latest charts and updates visit  and follow  



nifty nifty50 investing breakoutstocks stockslnfocus stockstowatch stocks stockstobuy stockstotrade
show more
89",1
Invest Inc.,2025-07-11 11:51:51+00:00,"Invest Inc.
@investincfin
·
21h
#kwalitypharma 

Still trading at reasonable valuations even after the recent upmove

This microcap can surprise a lot in the upcoming few quarters

#nifty #nifty50
1
78",@investincfin,"#kwalitypharma, #nifty, #nifty50","invest inc


21h
kwalitypharma 

still trading at reasonable valuations even after the recent upmove

this microcap can surprise a lot in the upcoming few quarters

nifty nifty50
1
78",0
Soctr.IN,2025-07-11 11:51:25+00:00,"Soctr.IN
@MySoctr
·
21h
10.27%+ movement in  #DatamaticsGlobal Services Limited  since we shared 4 days back.

For latest #Charts and #Updates visit http://my.soctr.in/x and Follow  
@MySoctr


#Nifty #Nifty50 #investing #breakoutstocks #StockslnFocus #StocksToWatch #stocks #StocksToBuy #StocksToTrade
Show more
92","@MySoctr, @MySoctr","#DatamaticsGlobal, #Charts, #Updates, #Nifty, #Nifty50, #investing, #breakoutstocks, #StockslnFocus, #StocksToWatch, #stocks, #StocksToBuy, #StocksToTrade","soctrin


21h
1027 movement in  datamaticsglobal services limited  since we shared 4 days back

for latest charts and updates visit  and follow  



nifty nifty50 investing breakoutstocks stockslnfocus stockstowatch stocks stockstobuy stockstotrade
show more
92",1
Soctr.IN,2025-07-11 11:50:36+00:00,"Soctr.IN
@MySoctr
·
21h
30.02%+ movement in  #RamcoCements Limited  since we shared approx 3 months back.

For latest #Charts and #Updates visit http://my.soctr.in/x and Follow  
@MySoctr


#Nifty #Nifty50 #investing #breakoutstocks #StockslnFocus #StocksToWatch #stocks #StocksToBuy #StocksToTrade
Show more
1
91","@MySoctr, @MySoctr","#RamcoCements, #Charts, #Updates, #Nifty, #Nifty50, #investing, #breakoutstocks, #StockslnFocus, #StocksToWatch, #stocks, #StocksToBuy, #StocksToTrade","soctrin


21h
3002 movement in  ramcocements limited  since we shared approx 3 months back

for latest charts and updates visit  and follow  



nifty nifty50 investing breakoutstocks stockslnfocus stockstowatch stocks stockstobuy stockstotrade
show more
1
91",1
Soctr.IN,2025-07-11 11:49:38+00:00,"Soctr.IN
@MySoctr
·
21h
53.40%+ movement in  #GlenmarkPharma Limited  since we shared approx 3 months back

For latest #Charts and #Updates visit http://my.soctr.in/x and Follow  
@MySoctr


#Nifty #Nifty50 #investing #breakoutstocks #StockslnFocus #StocksToWatch #stocks #StocksToBuy #StocksToTrade
Show more
111","@MySoctr, @MySoctr","#GlenmarkPharma, #Charts, #Updates, #Nifty, #Nifty50, #investing, #breakoutstocks, #StockslnFocus, #StocksToWatch, #stocks, #StocksToBuy, #StocksToTrade","soctrin


21h
5340 movement in  glenmarkpharma limited  since we shared approx 3 months back

for latest charts and updates visit  and follow  



nifty nifty50 investing breakoutstocks stockslnfocus stockstowatch stocks stockstobuy stockstotrade
show more
111",1
Invest Inc.,2025-07-11 11:49:25+00:00,"Invest Inc.
@investincfin
·
21h
#Silver is touching multi-year highs

There is expected to be a huge mismatch in demand and supply due to industrial production requiring excessive silver going forward

Expected to outperform Gold too

#nifty #nifty50
4
202",@investincfin,"#Silver, #nifty, #nifty50","invest inc


21h
silver is touching multiyear highs

there is expected to be a huge mismatch in demand and supply due to industrial production requiring excessive silver going forward

expected to outperform gold too

nifty nifty50
4
202",0
Neha Kulkarni,2025-07-11 11:48:30+00:00,"Neha Kulkarni
@NehaKul58624833
·
21h
#Banknifty #nifty50 #Sensex  #bankex #Finnifty #OptionsTrading #sharemarket #trading #Nifty #electionday2024 #Dow #Nasdaq #StockMarket
Nifty and Bank Nifty Options
High accuracy Join my Telegram channel free tips and tricks 
http://telegram.me/nehakulkarni2664…
75",@NehaKul58624833,"#Banknifty, #nifty50, #Sensex, #bankex, #Finnifty, #OptionsTrading, #sharemarket, #trading, #Nifty, #electionday2024, #Dow, #Nasdaq, #StockMarket","neha kulkarni


21h
banknifty nifty50 sensex  bankex finnifty optionstrading sharemarket trading nifty electionday2024 dow nasdaq stockmarket
nifty and bank nifty options
high accuracy join my telegram channel free tips and tricks 

75",0
ValueMulticaps,2025-07-11 11:48:16+00:00,"ValueMulticaps
@ValueMulticaps
·
21h
 #NIPPON MF’s Jun 2025 Portfolio Shake-Up!
Here’s what they bought & sold last month...

Note: Including Arbitrage Positions if any

#ValueMulticaps #StockMarket #mutualfunds #MutualFundsSahiHai #stocks #StockMarketindia #nifty50 #stockstowatch #indianstockmarket #ELLEN
Show more
1
2
399",@ValueMulticaps,"#NIPPON, #ValueMulticaps, #StockMarket, #mutualfunds, #MutualFundsSahiHai, #stocks, #StockMarketindia, #nifty50, #stockstowatch, #indianstockmarket, #ELLEN","valuemulticaps


21h
 nippon mfs jun 2025 portfolio shakeup
heres what they bought  sold last month

note including arbitrage positions if any

valuemulticaps stockmarket mutualfunds mutualfundssahihai stocks stockmarketindia nifty50 stockstowatch indianstockmarket ellen
show more
1
2
399",0
Invest Inc.,2025-07-11 11:47:00+00:00,"Invest Inc.
@investincfin
·
21h
World's Most Expensive Stock Markets-

Src- Groww

#nifty #nifty50
1
1
57",@investincfin,"#nifty, #nifty50","invest inc


21h
worlds most expensive stock markets

src groww

nifty nifty50
1
1
57",0
ValueMulticaps,2025-07-11 11:45:40+00:00,"ValueMulticaps
@ValueMulticaps
·
21h
 #KOTAK MF’s Jun 2025 Portfolio Shake-Up!
Here’s what they bought & sold  last month...

Note: Including Arbitrage Positions if any

#StockMarket #StockMarketindia #nifty50 #StocksToWatch #NiftyBank #ValueMulticaps #MutualFundsSahiHai #mutualfunds #HDBFS #oswalpumps #NOCIL
Show more
1
497",@ValueMulticaps,"#KOTAK, #StockMarket, #StockMarketindia, #nifty50, #StocksToWatch, #NiftyBank, #ValueMulticaps, #MutualFundsSahiHai, #mutualfunds, #HDBFS, #oswalpumps, #NOCIL","valuemulticaps


21h
 kotak mfs jun 2025 portfolio shakeup
heres what they bought  sold  last month

note including arbitrage positions if any

stockmarket stockmarketindia nifty50 stockstowatch niftybank valuemulticaps mutualfundssahihai mutualfunds hdbfs oswalpumps nocil
show more
1
497",0
ValueMulticaps,2025-07-11 11:42:21+00:00,"ValueMulticaps
@ValueMulticaps
·
21h
 #AXIS MF’s Jun 2025 Portfolio Shake-Up!
Here’s what they bought & sold last month...

Note: Including Arbitrage Positions if any

#stockmarketcrash #StockMarketindia #ValueMulticaps #nifty50 #stocks #mutualfunds #NiftyBank #StocksToWatch #HDBFS #ELLEN #UJJIVANSFB
Show more
1
2
494",@ValueMulticaps,"#AXIS, #stockmarketcrash, #StockMarketindia, #ValueMulticaps, #nifty50, #stocks, #mutualfunds, #NiftyBank, #StocksToWatch, #HDBFS, #ELLEN, #UJJIVANSFB","valuemulticaps


21h
 axis mfs jun 2025 portfolio shakeup
heres what they bought  sold last month

note including arbitrage positions if any

stockmarketcrash stockmarketindia valuemulticaps nifty50 stocks mutualfunds niftybank stockstowatch hdbfs ellen ujjivansfb
show more
1
2
494",0
ValueMulticaps,2025-07-11 11:40:18+00:00,"ValueMulticaps
@ValueMulticaps
·
21h
 Aditya Birla Sunlife MF’s Jun 2025 Portfolio Shake-Up!
Here’s what they bought & sold last month...

Note: Including Arbitrage Positions if any

#ValueMulticaps #StockMarket #StockMarketindia #Nifty #nifty50 #MutualFundsSahiHai #stockstowatch #stockmarkets
Show more
1
486",@ValueMulticaps,"#ValueMulticaps, #StockMarket, #StockMarketindia, #Nifty, #nifty50, #MutualFundsSahiHai, #stockstowatch, #stockmarkets","valuemulticaps


21h
 aditya birla sunlife mfs jun 2025 portfolio shakeup
heres what they bought  sold last month

note including arbitrage positions if any

valuemulticaps stockmarket stockmarketindia nifty nifty50 mutualfundssahihai stockstowatch stockmarkets
show more
1
486",0
ValueMulticaps,2025-07-11 11:37:06+00:00,"ValueMulticaps
@ValueMulticaps
·
21h
 #HDFC MF’s Jun 2025 Portfolio Shake-Up!
Here’s what they bought & sold last month...

Note: Including Arbitrage Positions if any

 #ValueMulticaps #StockMarket #mutualfunds #Niftybank #nifty50 #stocks #StockMarketindia #stockstowatch #indianstockmarket #ELLEN #SWARAJENG
Show more
1
2
470",@ValueMulticaps,"#HDFC, #ValueMulticaps, #StockMarket, #mutualfunds, #Niftybank, #nifty50, #stocks, #StockMarketindia, #stockstowatch, #indianstockmarket, #ELLEN, #SWARAJENG","valuemulticaps


21h
 hdfc mfs jun 2025 portfolio shakeup
heres what they bought  sold last month

note including arbitrage positions if any

 valuemulticaps stockmarket mutualfunds niftybank nifty50 stocks stockmarketindia stockstowatch indianstockmarket ellen swarajeng
show more
1
2
470",0
Nitishh Sharrma,2025-07-11 11:36:00+00:00,"Nitishh Sharrma
@asitisnitish
·
21h
Drop the stock name

I will tell you if I am bullish, bearish, or neutral.

#trading
#nifty50
19",@asitisnitish,"#trading, #nifty50","nitishh sharrma


21h
drop the stock name

i will tell you if i am bullish bearish or neutral

trading
nifty50
19",1
Teji Mandi,2025-07-11 11:34:31+00:00,"Teji Mandi
@TejiMandiApp
·
21h
An article by Teji Mandi in 
@fpjindia
 explores: #India’s Toy Story: From Playgrounds to #GlobalMarkets

#niftycrash #nifty #Optionselling #StockMarket #banknifty #nifty50 #stockmarketcrash #StockMarketIndia #sharemarketindia
4
1.4K","@TejiMandiApp, @fpjindia","#India, #GlobalMarkets, #niftycrash, #nifty, #Optionselling, #StockMarket, #banknifty, #nifty50, #stockmarketcrash, #StockMarketIndia, #sharemarketindia","teji mandi


21h
an article by teji mandi in 

 explores indias toy story from playgrounds to globalmarkets

niftycrash nifty optionselling stockmarket banknifty nifty50 stockmarketcrash stockmarketindia sharemarketindia
4
14k",-1
Success Bytes,2025-07-11 11:32:07+00:00,"Success Bytes
@BytesSuccess
·
21h
Hello Traders! 
You will never seen any app like 
@Sahi_HQ
 ..
You will never understand without using this platform, Even we can't explain that feel in words to you.

1st you have to use it, then share your experience with us by #Tradewithsahi 
 
@BeingMojo
 

#Nifty50  #TCS
Quote
Sahi.App
@Sahi_HQ
·
Jul 11
0:25
When the community speaks, we don’t just listen. We build. At Sahi, the speed of innovation isn’t a buzzword. It’s a promise. Go behind the scenes of how your request became reality.

Experience it here: http://sahi.onelink.me/lsr5/jildpwvz

#SahiWebTrading #BigPictureTrading
4
214","@BytesSuccess, @Sahi_HQ, @BeingMojo, @Sahi_HQ","#Tradewithsahi, #Nifty50, #TCS, #SahiWebTrading, #BigPictureTrading","success bytes


21h
hello traders 
you will never seen any app like 

 
you will never understand without using this platform even we cant explain that feel in words to you

1st you have to use it then share your experience with us by tradewithsahi 
 

 

nifty50  tcs
quote
sahiapp


jul 11
025
when the community speaks we dont just listen we build at sahi the speed of innovation isnt a buzzword its a promise go behind the scenes of how your request became reality

experience it here 

sahiwebtrading bigpicturetrading
4
214",0
BMSMONEY,2025-07-11 11:30:00+00:00,"BMSMONEY
@BMS_MONEY
·
21h
Consumption   Mutual Funds 1Y, 3Y, 5Y, 7Y, 10Y Return As of 11-July-2025
      https://bmsmoney.com/eng/mutual-fund/top-performing-consumption-fund…
    #mutualfunds #MutualFundsSahiHai #NIFTYFUTURE #nifty50 #NiftyIT   #NiftyMidcap #NiftyBank #niftyOptions #sensex #India #FIIs #DIIs
61",@BMS_MONEY,"#mutualfunds, #MutualFundsSahiHai, #NIFTYFUTURE, #nifty50, #NiftyIT, #NiftyMidcap, #NiftyBank, #niftyOptions, #sensex, #India, #FIIs, #DIIs","bmsmoney


21h
consumption   mutual funds 1y 3y 5y 7y 10y return as of 11july2025
      
    mutualfunds mutualfundssahihai niftyfuture nifty50 niftyit   niftymidcap niftybank niftyoptions sensex india fiis diis
61",0
The Safe Trader Academy,2025-07-11 11:29:24+00:00,"The Safe Trader Academy
@TheSafeTraders
·
21h
MARKET UPDATE - 11 JULY 2025   

#Nifty50 : 25,149.85−205.40 (0.81%)  
#Sensex  :  82,500.47−689.81 (0.83%)  

 Top Gainers
HINDUNILVR (4.63%)
SBILIFE (1.37%)
SUNPHARMA  (0.71%)

 Top Losers
TCS (-3.47%)
M&M (-2.92%)
HEROMOTOCO (-2.74%)

#StockMarket #stockmarketcrash
1
162",@TheSafeTraders,"#Nifty50, #Sensex, #StockMarket, #stockmarketcrash","the safe trader academy


21h
market update  11 july 2025   

nifty50  251498520540 081  
sensex    825004768981 083  

 top gainers
hindunilvr 463
sbilife 137
sunpharma  071

 top losers
tcs 347
mm 292
heromotoco 274

stockmarket stockmarketcrash
1
162",0
