username,timestamp,content,mentions,hashtags
Soctr.IN,2025-07-11T11:59:58.000Z,"Soctr.IN
@MySoctr
·
21h
60.03%+ movement in  #GabrielIndia Limited  since we shared approx 1 month back.

For latest #Charts and #Updates visit http://my.soctr.in/x and Follow  
@MySoctr


#Nifty #Nifty50 #investing #breakoutstocks #StockslnFocus #StocksToWatch #stocks #StocksToBuy #StocksToTrade
Show more
96","@MySoctr, @MySoctr","#GabrielIndia, #Charts, #Updates, #Nifty, #Nifty50, #investing, #breakoutstocks, #StockslnFocus, #StocksToWatch, #stocks, #StocksToBuy, #StocksToTrade"
Soctr.IN,2025-07-11T11:57:57.000Z,"Soctr.IN
@MySoctr
·
21h
#SardaEnergy #chart 

For latest #Charts and #Updates visit http://my.soctr.in/x and Follow  
@MySoctr


#Nifty #Nifty50 #investing #breakoutstocks #StockslnFocus #StocksToWatch #stocks #StocksToBuy #StocksToTrade #breakoutstock #stockmarketindia #StockMarket #trading
Show more
3
124","@MySoctr, @MySoctr","#SardaEnergy, #chart, #Charts, #Updates, #Nifty, #Nifty50, #investing, #breakoutstocks, #StockslnFocus, #StocksToWatch, #stocks, #StocksToBuy, #StocksToTrade, #breakoutstock, #stockmarketindia, #StockMarket, #trading"
Soctr.IN,2025-07-11T11:57:13.000Z,"Soctr.IN
@MySoctr
·
21h
#PiramalEnt 

For latest #Charts and #Updates visit http://my.soctr.in/x and Follow  
@MySoctr


#Nifty #Nifty50 #investing #breakoutstocks #StockslnFocus #StocksToWatch #stocks #StocksToBuy #StocksToTrade #breakoutstock #stockmarketindia #StockMarket #trading #StockMarkets
Show more
96","@MySoctr, @MySoctr","#PiramalEnt, #Charts, #Updates, #Nifty, #Nifty50, #investing, #breakoutstocks, #StockslnFocus, #StocksToWatch, #stocks, #StocksToBuy, #StocksToTrade, #breakoutstock, #stockmarketindia, #StockMarket, #trading, #StockMarkets"
Soctr.IN,2025-07-11T11:56:33.000Z,"Soctr.IN
@MySoctr
·
21h
#Rallis #chart 

For latest #Charts and #Updates visit http://my.soctr.in/x and Follow  
@MySoctr


#Nifty #Nifty50 #investing #breakoutstocks #StockslnFocus #StocksToWatch #stocks #StocksToBuy #StocksToTrade #breakoutstock #stockmarketindia #StockMarket #trading #StockMarkets
Show more
111","@MySoctr, @MySoctr","#Rallis, #chart, #Charts, #Updates, #Nifty, #Nifty50, #investing, #breakoutstocks, #StockslnFocus, #StocksToWatch, #stocks, #StocksToBuy, #StocksToTrade, #breakoutstock, #stockmarketindia, #StockMarket, #trading, #StockMarkets"
Invest Inc.,2025-07-11T11:56:32.000Z,"Invest Inc.
@investincfin
·
21h
Good results from #eleconengineering 

In Capital Goods Sector, YoY Growth must be checked

#nifty #nifty50
1
73",@investincfin,"#eleconengineering, #nifty, #nifty50"
Soctr.IN,2025-07-11T11:55:58.000Z,"Soctr.IN
@MySoctr
·
21h
#DixonTech #chart 

For latest #Charts and #Updates visit http://my.soctr.in/x and Follow  
@MySoctr


#Nifty #Nifty50 #investing #breakoutstocks #StockslnFocus #StocksToWatch #stocks #StocksToBuy #StocksToTrade #breakoutstock #stockmarketindia #StockMarket #trading
Show more
111","@MySoctr, @MySoctr","#DixonTech, #chart, #Charts, #Updates, #Nifty, #Nifty50, #investing, #breakoutstocks, #StockslnFocus, #StocksToWatch, #stocks, #StocksToBuy, #StocksToTrade, #breakoutstock, #stockmarketindia, #StockMarket, #trading"
ValueMulticaps,2025-07-11T11:55:30.000Z,"ValueMulticaps
@ValueMulticaps
·
21h
 #ICICI PRU MF’s Jun 2025 Portfolio Shake-Up!
Here’s what they bought & sold last month...

Note: Including Arbitrage Positions if any                   

#MutualFundsSahiHai #StockMarket #ValueMulticaps #nifty50 #mutualfunds #stocks #niftybank #StockMarketindia
Show more
1
1
372",@ValueMulticaps,"#ICICI, #MutualFundsSahiHai, #StockMarket, #ValueMulticaps, #nifty50, #mutualfunds, #stocks, #niftybank, #StockMarketindia"
Soctr.IN,2025-07-11T11:55:16.000Z,"Soctr.IN
@MySoctr
·
21h
#EIDParry #chart 

For latest #Charts and #Updates visit http://my.soctr.in/x and Follow  
@MySoctr


#Nifty #Nifty50 #investing #breakoutstocks #StockslnFocus #StocksToWatch #stocks #StocksToBuy #StocksToTrade #breakoutstock #stockmarketindia #StockMarket #trading #StockMarkets
Show more
110","@MySoctr, @MySoctr","#EIDParry, #chart, #Charts, #Updates, #Nifty, #Nifty50, #investing, #breakoutstocks, #StockslnFocus, #StocksToWatch, #stocks, #StocksToBuy, #StocksToTrade, #breakoutstock, #stockmarketindia, #StockMarket, #trading, #StockMarkets"
Broccoli Ai,2025-07-11T11:55:14.000Z,"Broccoli Ai
@broccoli_tech
·
21h
Replying to 
@broccoli_tech
#Nifty50 #Sensex #TCS #Titan #HUL #Glenmark #TradeWar #StockMarket #ITSector #FMCG #Midcaps #Smallcaps #BankNifty #OptionFlows #MarketSentiment #TrendReversal #BreakoutLevels #EarningsUpdate #TariffTensions #GlobalCues#NiftyCrash
215","@broccoli_tech, @broccoli_tech","#Nifty50, #Sensex, #TCS, #Titan, #HUL, #Glenmark, #TradeWar, #StockMarket, #ITSector, #FMCG, #Midcaps, #Smallcaps, #BankNifty, #OptionFlows, #MarketSentiment, #TrendReversal, #BreakoutLevels, #EarningsUpdate, #TariffTensions, #GlobalCues, #NiftyCrash"
Soctr.IN,2025-07-11T11:54:36.000Z,"Soctr.IN
@MySoctr
·
21h
#Kamdhenu #chart 

For latest #Charts and #Updates visit http://my.soctr.in/x and Follow  
@MySoctr


#Nifty #Nifty50 #investing #breakoutstocks #StockslnFocus #StocksToWatch #stocks #StocksToBuy #StocksToTrade #breakoutstock #stockmarketindia #StockMarket #trading #StockMarkets
Show more
1
142","@MySoctr, @MySoctr","#Kamdhenu, #chart, #Charts, #Updates, #Nifty, #Nifty50, #investing, #breakoutstocks, #StockslnFocus, #StocksToWatch, #stocks, #StocksToBuy, #StocksToTrade, #breakoutstock, #stockmarketindia, #StockMarket, #trading, #StockMarkets"
Soctr.IN,2025-07-11T11:53:55.000Z,"Soctr.IN
@MySoctr
·
21h
60.07%+ movement in  #GlenmarkPharma Limited  since we shared approx 3 months back.

For latest #Charts and #Updates visit http://my.soctr.in/x and Follow  
@MySoctr


#Nifty #Nifty50 #investing #breakoutstocks #StockslnFocus #StocksToWatch #stocks #StocksToBuy #StocksToTrade
Show more
1
127","@MySoctr, @MySoctr","#GlenmarkPharma, #Charts, #Updates, #Nifty, #Nifty50, #investing, #breakoutstocks, #StockslnFocus, #StocksToWatch, #stocks, #StocksToBuy, #StocksToTrade"
ValueMulticaps,2025-07-11T11:53:10.000Z,"ValueMulticaps
@ValueMulticaps
·
21h
 #PPFAS MF’s Jun 2025 Portfolio Shake-Up!
Here’s what they bought & sold last month...

Note: Including Arbitrage Positions if any 

#ValueMulticaps #StockMarket #mutualfunds #MutualFundsSahiHai #stocks #StockMarketindia #nifty50 #StocksToWatch #indianstockmarket #ZYDUSWELL
Show more
2
6
795",@ValueMulticaps,"#PPFAS, #ValueMulticaps, #StockMarket, #mutualfunds, #MutualFundsSahiHai, #stocks, #StockMarketindia, #nifty50, #StocksToWatch, #indianstockmarket, #ZYDUSWELL"
Soctr.IN,2025-07-11T11:53:09.000Z,"Soctr.IN
@MySoctr
·
21h
44.24%+ movement in  #GlenmarkPharma Limited  since we shared approx 1 month back.

For latest #Charts and #Updates visit http://my.soctr.in/x and Follow  
@MySoctr


#Nifty #Nifty50 #investing #breakoutstocks #StockslnFocus #StocksToWatch #stocks #StocksToBuy #StocksToTrade
Show more
1
118","@MySoctr, @MySoctr","#GlenmarkPharma, #Charts, #Updates, #Nifty, #Nifty50, #investing, #breakoutstocks, #StockslnFocus, #StocksToWatch, #stocks, #StocksToBuy, #StocksToTrade"
DILISHAFINANCE,2025-07-11T11:52:14.000Z,"DILISHAFINANCE
@DILISHAFINANCE
·
21h
  Target Achieved 

                    in

     JSWINFRA 
 
#swingtrade #equitytrading #nse #Stockmarket #stockmarketindia #sharemarket #nifty50 #banknifty #trading
Quote
DILISHAFINANCE
@DILISHAFINANCE
·
Jun 9
  Swing Trade  

  Buy = JSWINFRA 

  Cmp = 315.15

  Target = 323.35

#swingtrade #equitytrading #nse #Stockmarket #stockmarketindia #sharemarket #nifty50 #banknifty #trading
72","@DILISHAFINANCE, @DILISHAFINANCE","#swingtrade, #equitytrading, #nse, #Stockmarket, #stockmarketindia, #sharemarket, #nifty50, #banknifty, #trading, #swingtrade, #equitytrading, #nse, #Stockmarket, #stockmarketindia, #sharemarket, #nifty50, #banknifty, #trading"
Soctr.IN,2025-07-11T11:52:10.000Z,"Soctr.IN
@MySoctr
·
21h
30.02%+ movement in  #RallisIndia Limited  since we shared approx 1 month back.

For latest #Charts and #Updates visit http://my.soctr.in/x and Follow  
@MySoctr


#Nifty #Nifty50 #investing #breakoutstocks #StockslnFocus #StocksToWatch #stocks #StocksToBuy #StocksToTrade
Show more
89","@MySoctr, @MySoctr","#RallisIndia, #Charts, #Updates, #Nifty, #Nifty50, #investing, #breakoutstocks, #StockslnFocus, #StocksToWatch, #stocks, #StocksToBuy, #StocksToTrade"
Invest Inc.,2025-07-11T11:51:51.000Z,"Invest Inc.
@investincfin
·
21h
#kwalitypharma 

Still trading at reasonable valuations even after the recent upmove

This microcap can surprise a lot in the upcoming few quarters

#nifty #nifty50
1
78",@investincfin,"#kwalitypharma, #nifty, #nifty50"
Soctr.IN,2025-07-11T11:51:25.000Z,"Soctr.IN
@MySoctr
·
21h
10.27%+ movement in  #DatamaticsGlobal Services Limited  since we shared 4 days back.

For latest #Charts and #Updates visit http://my.soctr.in/x and Follow  
@MySoctr


#Nifty #Nifty50 #investing #breakoutstocks #StockslnFocus #StocksToWatch #stocks #StocksToBuy #StocksToTrade
Show more
92","@MySoctr, @MySoctr","#DatamaticsGlobal, #Charts, #Updates, #Nifty, #Nifty50, #investing, #breakoutstocks, #StockslnFocus, #StocksToWatch, #stocks, #StocksToBuy, #StocksToTrade"
Soctr.IN,2025-07-11T11:50:36.000Z,"Soctr.IN
@MySoctr
·
21h
30.02%+ movement in  #RamcoCements Limited  since we shared approx 3 months back.

For latest #Charts and #Updates visit http://my.soctr.in/x and Follow  
@MySoctr


#Nifty #Nifty50 #investing #breakoutstocks #StockslnFocus #StocksToWatch #stocks #StocksToBuy #StocksToTrade
Show more
1
91","@MySoctr, @MySoctr","#RamcoCements, #Charts, #Updates, #Nifty, #Nifty50, #investing, #breakoutstocks, #StockslnFocus, #StocksToWatch, #stocks, #StocksToBuy, #StocksToTrade"
Soctr.IN,2025-07-11T11:49:38.000Z,"Soctr.IN
@MySoctr
·
21h
53.40%+ movement in  #GlenmarkPharma Limited  since we shared approx 3 months back

For latest #Charts and #Updates visit http://my.soctr.in/x and Follow  
@MySoctr


#Nifty #Nifty50 #investing #breakoutstocks #StockslnFocus #StocksToWatch #stocks #StocksToBuy #StocksToTrade
Show more
111","@MySoctr, @MySoctr","#GlenmarkPharma, #Charts, #Updates, #Nifty, #Nifty50, #investing, #breakoutstocks, #StockslnFocus, #StocksToWatch, #stocks, #StocksToBuy, #StocksToTrade"
Invest Inc.,2025-07-11T11:49:25.000Z,"Invest Inc.
@investincfin
·
21h
#Silver is touching multi-year highs

There is expected to be a huge mismatch in demand and supply due to industrial production requiring excessive silver going forward

Expected to outperform Gold too

#nifty #nifty50
4
202",@investincfin,"#Silver, #nifty, #nifty50"
Neha Kulkarni,2025-07-11T11:48:30.000Z,"Neha Kulkarni
@NehaKul58624833
·
21h
#Banknifty #nifty50 #Sensex  #bankex #Finnifty #OptionsTrading #sharemarket #trading #Nifty #electionday2024 #Dow #Nasdaq #StockMarket
Nifty and Bank Nifty Options
High accuracy Join my Telegram channel free tips and tricks 
http://telegram.me/nehakulkarni2664…
75",@NehaKul58624833,"#Banknifty, #nifty50, #Sensex, #bankex, #Finnifty, #OptionsTrading, #sharemarket, #trading, #Nifty, #electionday2024, #Dow, #Nasdaq, #StockMarket"
ValueMulticaps,2025-07-11T11:48:16.000Z,"ValueMulticaps
@ValueMulticaps
·
21h
 #NIPPON MF’s Jun 2025 Portfolio Shake-Up!
Here’s what they bought & sold last month...

Note: Including Arbitrage Positions if any

#ValueMulticaps #StockMarket #mutualfunds #MutualFundsSahiHai #stocks #StockMarketindia #nifty50 #stockstowatch #indianstockmarket #ELLEN
Show more
1
2
399",@ValueMulticaps,"#NIPPON, #ValueMulticaps, #StockMarket, #mutualfunds, #MutualFundsSahiHai, #stocks, #StockMarketindia, #nifty50, #stockstowatch, #indianstockmarket, #ELLEN"
Invest Inc.,2025-07-11T11:47:00.000Z,"Invest Inc.
@investincfin
·
21h
World's Most Expensive Stock Markets-

Src- Groww

#nifty #nifty50
1
1
57",@investincfin,"#nifty, #nifty50"
ValueMulticaps,2025-07-11T11:45:40.000Z,"ValueMulticaps
@ValueMulticaps
·
21h
 #KOTAK MF’s Jun 2025 Portfolio Shake-Up!
Here’s what they bought & sold  last month...

Note: Including Arbitrage Positions if any

#StockMarket #StockMarketindia #nifty50 #StocksToWatch #NiftyBank #ValueMulticaps #MutualFundsSahiHai #mutualfunds #HDBFS #oswalpumps #NOCIL
Show more
1
497",@ValueMulticaps,"#KOTAK, #StockMarket, #StockMarketindia, #nifty50, #StocksToWatch, #NiftyBank, #ValueMulticaps, #MutualFundsSahiHai, #mutualfunds, #HDBFS, #oswalpumps, #NOCIL"
ValueMulticaps,2025-07-11T11:42:21.000Z,"ValueMulticaps
@ValueMulticaps
·
21h
 #AXIS MF’s Jun 2025 Portfolio Shake-Up!
Here’s what they bought & sold last month...

Note: Including Arbitrage Positions if any

#stockmarketcrash #StockMarketindia #ValueMulticaps #nifty50 #stocks #mutualfunds #NiftyBank #StocksToWatch #HDBFS #ELLEN #UJJIVANSFB
Show more
1
2
494",@ValueMulticaps,"#AXIS, #stockmarketcrash, #StockMarketindia, #ValueMulticaps, #nifty50, #stocks, #mutualfunds, #NiftyBank, #StocksToWatch, #HDBFS, #ELLEN, #UJJIVANSFB"
ValueMulticaps,2025-07-11T11:40:18.000Z,"ValueMulticaps
@ValueMulticaps
·
21h
 Aditya Birla Sunlife MF’s Jun 2025 Portfolio Shake-Up!
Here’s what they bought & sold last month...

Note: Including Arbitrage Positions if any

#ValueMulticaps #StockMarket #StockMarketindia #Nifty #nifty50 #MutualFundsSahiHai #stockstowatch #stockmarkets
Show more
1
486",@ValueMulticaps,"#ValueMulticaps, #StockMarket, #StockMarketindia, #Nifty, #nifty50, #MutualFundsSahiHai, #stockstowatch, #stockmarkets"
ValueMulticaps,2025-07-11T11:37:06.000Z,"ValueMulticaps
@ValueMulticaps
·
21h
 #HDFC MF’s Jun 2025 Portfolio Shake-Up!
Here’s what they bought & sold last month...

Note: Including Arbitrage Positions if any

 #ValueMulticaps #StockMarket #mutualfunds #Niftybank #nifty50 #stocks #StockMarketindia #stockstowatch #indianstockmarket #ELLEN #SWARAJENG
Show more
1
2
470",@ValueMulticaps,"#HDFC, #ValueMulticaps, #StockMarket, #mutualfunds, #Niftybank, #nifty50, #stocks, #StockMarketindia, #stockstowatch, #indianstockmarket, #ELLEN, #SWARAJENG"
Nitishh Sharrma,2025-07-11T11:36:00.000Z,"Nitishh Sharrma
@asitisnitish
·
21h
Drop the stock name

I will tell you if I am bullish, bearish, or neutral.

#trading
#nifty50
19",@asitisnitish,"#trading, #nifty50"
Teji Mandi,2025-07-11T11:34:31.000Z,"Teji Mandi
@TejiMandiApp
·
21h
An article by Teji Mandi in 
@fpjindia
 explores: #India’s Toy Story: From Playgrounds to #GlobalMarkets

#niftycrash #nifty #Optionselling #StockMarket #banknifty #nifty50 #stockmarketcrash #StockMarketIndia #sharemarketindia
4
1.4K","@TejiMandiApp, @fpjindia","#India, #GlobalMarkets, #niftycrash, #nifty, #Optionselling, #StockMarket, #banknifty, #nifty50, #stockmarketcrash, #StockMarketIndia, #sharemarketindia"
Success Bytes,2025-07-11T11:32:07.000Z,"Success Bytes
@BytesSuccess
·
21h
Hello Traders! 
You will never seen any app like 
@Sahi_HQ
 ..
You will never understand without using this platform, Even we can't explain that feel in words to you.

1st you have to use it, then share your experience with us by #Tradewithsahi 
 
@BeingMojo
 

#Nifty50  #TCS
Quote
Sahi.App
@Sahi_HQ
·
Jul 11
0:25
When the community speaks, we don’t just listen. We build. At Sahi, the speed of innovation isn’t a buzzword. It’s a promise. Go behind the scenes of how your request became reality.

Experience it here: http://sahi.onelink.me/lsr5/jildpwvz

#SahiWebTrading #BigPictureTrading
4
214","@BytesSuccess, @Sahi_HQ, @BeingMojo, @Sahi_HQ","#Tradewithsahi, #Nifty50, #TCS, #SahiWebTrading, #BigPictureTrading"
BMSMONEY,2025-07-11T11:30:00.000Z,"BMSMONEY
@BMS_MONEY
·
21h
Consumption   Mutual Funds 1Y, 3Y, 5Y, 7Y, 10Y Return As of 11-July-2025
      https://bmsmoney.com/eng/mutual-fund/top-performing-consumption-fund…
    #mutualfunds #MutualFundsSahiHai #NIFTYFUTURE #nifty50 #NiftyIT   #NiftyMidcap #NiftyBank #niftyOptions #sensex #India #FIIs #DIIs
61",@BMS_MONEY,"#mutualfunds, #MutualFundsSahiHai, #NIFTYFUTURE, #nifty50, #NiftyIT, #NiftyMidcap, #NiftyBank, #niftyOptions, #sensex, #India, #FIIs, #DIIs"
The Safe Trader Academy,2025-07-11T11:29:24.000Z,"The Safe Trader Academy
@TheSafeTraders
·
21h
MARKET UPDATE - 11 JULY 2025   

#Nifty50 : 25,149.85−205.40 (0.81%)  
#Sensex  :  82,500.47−689.81 (0.83%)  

 Top Gainers
HINDUNILVR (4.63%)
SBILIFE (1.37%)
SUNPHARMA  (0.71%)

 Top Losers
TCS (-3.47%)
M&M (-2.92%)
HEROMOTOCO (-2.74%)

#StockMarket #stockmarketcrash
1
162",@TheSafeTraders,"#Nifty50, #Sensex, #StockMarket, #stockmarketcrash"
Rushi Kharche,2025-07-11T11:29:04.000Z,"Rushi Kharche
@rushikharche198
·
21h
Replying to 
@rushikharche198
11- July  - 2025
Friday  
IMP  Times For Intraday
10.35 am - 12.45 pm 
+ - 5 min buffer time near this time some move possible 

#nifty #nifty50  #finnifty  #midcapnifty #sensex
117","@rushikharche198, @rushikharche198","#nifty, #nifty50, #finnifty, #midcapnifty, #sensex"
Hāri,2025-07-11T11:21:57.000Z,"Hāri
@MidCapsForever
·
21h
#Glenmark 2180ce went 40 to 210 

Big funds made huge money

82000/- per lott profit 

#janestreet #Nifty50 #optioncall #optiontrading #TCS #Zomato #defensesector #CNBC #tradingview #Trending #hdfcbank #StockMarket #StocksInFocus #stockstobuy
1
1
202",@MidCapsForever,"#Glenmark, #janestreet, #Nifty50, #optioncall, #optiontrading, #TCS, #Zomato, #defensesector, #CNBC, #tradingview, #Trending, #hdfcbank, #StockMarket, #StocksInFocus, #stockstobuy"
Tradepeeps,2025-07-11T11:19:54.000Z,"Tradepeeps
@tradepeeps
·
21h
 Weekly Recap (7–11 July)
Nifty: 24,085  | Sensex: 79,420 
Banks rally  | FMCG dips 
Reliance, Zomato, Adani buzz 
FIIs invest ₹5,200 Cr 

 Follow 
@tradepeeps
 for market updates!
#Tradepeeps #WeeklyRecap #Nifty50 #Sensex #MarketUpdate #StockMarketIndia #BankNifty
64","@tradepeeps, @tradepeeps","#Tradepeeps, #WeeklyRecap, #Nifty50, #Sensex, #MarketUpdate, #StockMarketIndia, #BankNifty"
TalkOptions,2025-07-11T11:16:21.000Z,"TalkOptions
@talk_options
·
21h
From sharp rallies to sudden dips, the markets kept us on our toes! Catch all the highlights in this TalkOptions recap.

#TalkOptions #MarketRecap #StockMarketIndia #OptionsTrading #Nifty50 #Sensex #TradingInsights #SmartInvesting #MarketWrap #StockAnalysis #TradeSmart
33",@talk_options,"#TalkOptions, #MarketRecap, #StockMarketIndia, #OptionsTrading, #Nifty50, #Sensex, #TradingInsights, #SmartInvesting, #MarketWrap, #StockAnalysis, #TradeSmart"
MeghaTrader,2025-07-11T11:16:04.000Z,"MeghaTrader
@MeghaTrader_MT
·
21h
Bigger the base bigger the move

#Nifty50 #TradingView
5
379",@MeghaTrader_MT,"#Nifty50, #TradingView"
The Gyaani Stock Market,2025-07-11T11:12:26.000Z,"The Gyaani Stock Market
@TheGyaaniSM
·
21h
Monday level Banknifty & Nifty50, Nifty 50 &BankNifty Prediction 14 July Important Levels
https://youtu.be/Bs-235tpXeg 
#StockMarkets #Nifty #BankNifty 
#MondayMarketPrediction #StockMarkets #Sensex #ShareMarketNews #Nifty50  #BreakoutStock
191",@TheGyaaniSM,"#StockMarkets, #Nifty, #BankNifty, #MondayMarketPrediction, #StockMarkets, #Sensex, #ShareMarketNews, #Nifty50, #BreakoutStock"
Quantum360,2025-07-11T11:11:16.000Z,"Quantum360
@thesonicshift
·
21h
#Nifty50 dropped exactly as analysed over a week ago. No new analysis needed since. It's fascinating to see such accuracy. Take a close look and judge the precision yourself!
#StockMarket  #NiftyAnalysis  #TechnicalAnalysis #nifty #Investing #Sensex #MarketWatch
1
108",@thesonicshift,"#Nifty50, #StockMarket, #NiftyAnalysis, #TechnicalAnalysis, #nifty, #Investing, #Sensex, #MarketWatch"
Only_Jeet,2025-07-11T11:07:36.000Z,"Only_Jeet
@OnlyJeet070
·
21h
#Nifty50  It ETF  ...
34",@OnlyJeet070,#Nifty50
जनता की आवाज,2025-07-11T11:05:37.000Z,"जनता की आवाज
@JapherAhmad
·
21h
BREAKING:

#Sensex crashes over 600 points, #Nifty50 dips below 25,200.

#StockMarketUpdate #stockmarketcrash
60",@JapherAhmad,"#Sensex, #Nifty50, #StockMarketUpdate, #stockmarketcrash"
Shashank Bhola,2025-07-11T11:05:12.000Z,"Shashank Bhola
@ShashankBhola
·
21h
 Market corrected 205 pts today, Nifty closed at 25,150.
Still managed to end the day with ₹19K profit 
Thanks to some well-placed Call Options (CEs) in my portfolio.

Even on red days — risk management + right positions = peace.

#StockMarket #OptionsTrading #Nifty50
94",@ShashankBhola,"#StockMarket, #OptionsTrading, #Nifty50"
Arkabrata Das,2025-07-11T11:04:32.000Z,"Arkabrata Das
@i_amArko
·
21h
Replying to 
@PRSundar64
And the reason for the bearish bias in #Nifty50 is Big Institutions are shorting there.
Quote
Arkabrata Das
@i_amArko
·
23h
#Nifty50 on HFT Algo Scanner(The New Upgrade) generated these Buy Sell signals on 3 min Chart.
1
544","@i_amArko, @PRSundar64, @i_amArko","#Nifty50, #Nifty50"
